cluster,center_smile,center_index
0,CC1=CC=C(C=C1)C(NC2=CC=C(C=C2)OC)=O,749
1,O=C(NC1=CC=CC=C1C)CC2=CC=C(C=C2)C,454
2,CC1=CC(C)=CC(OC2=CC(C)=NC=C2)=C1,332
3,O=C(N(C)OC)C1=CC=CC=C1,769
