k,pca_silhouette,pca_separation,umap_silhouette,umap_separation
2,0.3917292094715325,1.7136522555609246,0.43234688,6.629779
3,0.4480082485791186,1.979364243422606,0.4987923,7.547661
4,0.45263422608843995,1.9839741978462497,0.40817568,6.97405
5,0.40945361234679006,1.9282219097435074,0.43599784,8.373501
6,0.3873715416378882,1.9167485338035557,0.45406407,8.592844
