cluster,center_smile,center_index
0,COC1=CC=CN=C1Br,4074
1,C1(CNC2=CC=CC=C2)=CC=CC=C1,1719
2,C1(NC2=CC=CC=C2)=CC=CC=C1,6088
3,CC1=NC=C(C(C=C2)=CC=C2C)C=N1,4711
4,CC1=NC2=CC=CC=C2C(C3=CC=CC=C3)=C1C(C4=CC=CC=C4)=O,6603
