SMILES,UV_RT-s,Method
CN1CCN(C2=NC=C(C=C2)N(C3(C(NCC4=CC=CC=C4)=O)CCC5(OCCO5)CC3)C(C6=CC=CO6)=O)CC1,54.0,AM-III
O=C(NC1=CC(OCC2=CC=CC=C2)=CC=C1)C3=CC=NC=C3,75.0,AM-III
O=C(NC1=C(C=CC=C1)C2=CC=CC=C2)C3=CC=C(C(F)(F)F)N=C3,84.0,AM-III
CC1=NC=CC=C1NC(C(C2=CC=CC=C2)C)=O,51.0,AM-III
OC(CCC1=CC=C(C=C1)B2OC(C)(C(C)(O2)C)C)=O,79.8,AM-III
N#CC(C=N1)=CC=C1NC(COCC2=CC=CC=C2)=O,76.2,AM-III
OC(C1=C2C=CC=CC2=C(C=C1)C)=O,89.4,AM-III
CC1=CN=C(NC(C2=NC=CN=C2)=O)C=C1,55.8,AM-III
COC1=CC(OC)=CC(N(C(CC2)(C(NC3=CC=C(C=C3)Br)=O)CCC2CC)C(C4=NC=CC=C4)=O)=C1,99.0,AM-III
O=C(N(C1(C(NCC2=CC=CC=C2)=O)CCC3(OCCO3)CC1)CC4=C5C=CC=CC5=CC=C4)C6=CC=C7OCCOC7=C6,88.2,AM-III
CC1=C(C)C(NC(C2=CC=C(C(F)(F)F)N=C2)=O)=CC=C1,78.6,AM-III
CN1CCN(C2=NC=C(C=C2)NC(C3=CC(I)=C(C)C=C3)=O)CC1,60.0,AM-III
OC(C1=CC(C(F)(F)F)=CC(Br)=C1)=O,80.4,AM-III
CC(N1C=C(C=N1)NC(CCC2=CC=C(C=C2)O)=O)C,56.4,AM-III
N#CC(C=C1)=NC=C1NC(COCC2=CC=CC=C2)=O,72.0,AM-III
CC1=C(C=C(C=C1)NC(C2=CC=C(C=C2)C3OCCCO3)=O)Br,84.6,AM-III
CC1=CC=C(OC2=CC=C(N(C(CC3)(C(NCC(OCC)=O)=O)CCN3C)C(C(C=C4)=CC=C4C)=O)C=C2)C=C1,71.4,AM-III
O=C(C1=CC=CC=C1)C2=CC=CC=C2NC(C(C)(C3=CC=CC=C3)C)=O,96.6,AM-III
CC1=C(C=CC(NC(C2=NC=CC(OC)=C2)=O)=C1)C#N,78.6,AM-III
N#CC1=CC=C(CN(C2(C(NC3CCCCC3)=O)CCC(CC2)C4=CC=CC=C4)C(C5=NC=CC=N5)=O)C=C1,89.4,AM-III
ClC1=CC(Cl)=CC(CC(O)=O)=C1,100.8,AM-III
COC1=C(C(C)=CC=N1)NC(C(C2=CC=CC=C2)C)=O,69.6,AM-III
O=C(NC1=CC=C(N2N=CC=C2)C=C1)C3=CC=CC=C3I,75.0,AM-III
CN1CCN(C2=NC=C(C=C2)NC(CCC3=CC=C(C=C3)O)=O)CC1,39.6,AM-III
OC(/C=C/C1=CC(OCC2=CC=CC=C2)=CC=C1)=O,80.4,AM-III
O=C(NC1=CC2=C(OCO2)C=C1)C3=NC=CC(OC)=C3,72.6,AM-III
CC(C)=CCC/C(C)=C\C(O)=O,76.8,AM-III
COC1=C(C=CC(N2CCOCC2)=C1)NC(C3=CC4=C(S3)CCC4)=O,82.8,AM-III
COC1=CC(C)=C(C=C1)NC(COCC2=CC=CC=C2)=O,78.0,AM-III
CN1N=CC2=CC=CC(NC(COCC3=CC=CC=C3)=O)=C12,70.8,AM-III
CC1=CC=CC=C1NC(C2=CN=C(C=N2)C)=O,71.4,AM-III
COC1=CC(NC(CC2=CC=CN=C2)=O)=C3N=CC=CC3=C1,52.8,AM-III
O=C(NC1=CC=C(C=C1)OC2=CC=CN=C2)C3=CC=CC(OC)=C3,68.4,AM-III
COC1=CC=C(OC)C(NC(C2=CC3=C(C=C2)C=NC=C3)=O)=C1,61.2,AM-III
OC(C1=CC(F)=CC(Br)=C1)=O,72.6,AM-III
O=C(N(C1(C(NC2=CC=C3C=CC=CC3=C2)=O)CCCC1)C4=CC=C5SC=NC5=C4)C6CCOCC6,82.8,AM-III
CC(N1C=C(C=N1)NC(C2=CC=CC=C2C)=O)C,65.4,AM-III
O=C(NC1=NN(C=C1)CC2=CC=CC=C2)C3=CC4=C(S3)CCC4,81.6,AM-III
CCC1=CC=C(NC(C(C2=CC=CC=C2)C)=O)C=C1,85.8,AM-III
FC(C1=CC=C(NC(C2=CC3=CC=CC=C3O2)=O)C=C1)(F)F,88.8,AM-III
CC1=CC(C)=CC(NC(CC2=CC=CN=C2)=O)=C1,54.6,AM-III
CCOC(C1=CN=C(NC2=NC=CC(C3=CC=CC=C3)=C2)C=C1)=O,64.8,AM-III
COC1=NC=C(C=C1)C#CC2=CC=C3OCCOC3=C2,89.4,AM-III
CC1=NC2=C(C=C(C=C2)NC3=CC(N(=O)=O)=C(N4CCCCC4)C=C3)S1,91.952196,AM-III
COC1=CC=C(NC2=CC=C(C3=CC=CC=C3)N=N2)C(N(=O)=O)=C1,81.6,AM-III
N#CC1=CC(C#N)=CC=C1NC2=C3C=CC=NC3=CC=C2,62.4,AM-III
O=C(C1=CC=C2C=C(C#C[Si](C)(C)C)C=CC2=C1)OC,97.2,AM-III
COC1=CC=C(C#CC2=NC=C(C=C2)Br)C=C1,89.4,AM-III
COC(C1=CC=C(C#CC2=NC(F)=CC=C2)C=C1)=O,85.2,AM-III
O=C(C1=CC=CC=C1C#CC2=CC=CC=C2C(F)(F)F)NC(C)C,87.0,AM-III
CC(C1=C(C=CC=C1)NC(N=C2)=CN=C2C(OC)=O)C,75.6,AM-III
O=[N+](C1=CC([N+]([O-])=O)=CC(C#CC2=CC=CN=C2)=C1)[O-],78.0,AM-III
COc1ccc(C#CCOC2=C3C=CC=CC3=CC=C2)nc1,88.8,AM-III
CN1N=CC(C#CC2=CC=C(C3CC3)C=C2)=C1,85.8,AM-III
C1(C#CC2=CC=C(C=C2)OCC3=CC=CC=C3)=CC=CN=C1,92.4,AM-III
CC(NC1=CC=C(C#CC2=CC=C(C=C2)OC3=CC=CC=C3)C=C1)=O,92.4,AM-III
COC1=NC=C(C#CC2=CC(NC(OC(C)(C)C)=O)=CC=C2)C=C1,96.0,AM-III
O=C(NC1=CC=CC(C#CC(C=C2)=CN=C2OC)=C1)OC(C)(C)C,95.4,AM-III
N#CC1=CC=C(N=C1)C#CC2=CC3=CC=C(C=C3C=C2)OC,88.8,AM-III
O=C(C1=CC=C(C=C1)C#CC2=NC=CC=C2C(F)(F)F)OC,87.6,AM-III
COC(C1=CC=C(C=C1)CNC(C=C2)=CC=C2CC)=O,89.952054,AM-III
COC1=CC=C(C#CC2=CC=CN=C2)C=C1,76.2,AM-III
CN1N=C(C=C1NC2=CC3=C(C=CC=C3)C=N2)C,64.2,AM-III
COC1=CC=C(C#CC(C=C2)=CN=C2F)C=C1,87.6,AM-III
CC1=CC=C(C#CC2=CC3=CC=CC=C3N=C2)C=C1,97.2,AM-III
CC(C)(C1=CC=C(C=C1)NC2=C(SC=C2)C(C)=O)C,98.552664,AM-III
COC1=NC=C(C#CC(C=C2)=CC=C2OC)C=C1,91.8,AM-III
CC1=CC2=C(C(C#CC3=CC=CN=C3)=CC=C2)C1,91.2,AM-III
CC1=CC=CC(C)=C1NC(C=C2)=CC=C2C(OCC)=O,91.452162,AM-III
C1(C#CC2=CC=CS2)=CC3=CC=CC=C3N=C1,90.0,AM-III
C1(C#CC2=CC3=CC=CC=C3N=C2)=CC=C(C4=CC=CC=C4)N=C1,96.6,AM-III
CC1=CC(NC2=CC=CC=C2OC3=CC=CC=C3)=NC4=CC=CC=C14,69.0,AM-III
CC(C)C1=CC=C(C=C1)C#CC2=CC=CC3=C2C=CN=C3,98.4,AM-III
C1(C#CC2=NC=CC=C2)=CC3=C(C=C1)OCC3,74.4,AM-III
O=CC1=CC(C#CC2=NC=CN=C2)=CS1,64.2,AM-III
O=N(C1=CC=CN=C1NC2=CC=C(C#N)C=C2C#N)=O,75.6,AM-III
C1(C#CC2=NC=CC=C2)=CC=CC3=C1C=CC=C3,86.4,AM-III
O=C(C1=CC=C(C#CC(C=C2)=CC=C2C(C)=O)C=C1)NC,70.8,AM-III
O=[N+](C1=C(NC2=CC=C3C=CC=CC3=N2)C([N+]([O-])=O)=CC=C1)[O-],80.551392,AM-III
COC1=C(C#CC(C=C2)=CN=C2OC)C=CC=C1,87.6,AM-III
CC(C1=CC=CC=C1)(C#CC2=CN=CC3=C2C=CC=C3)O,74.4,AM-III
O=C(C1=CC=CC=C1)NC(N=C2)=NC=C2C(OCC)=O,61.050018,AM-III
CC1=CC=C(C=N1)NC(C(N(=O)=O)=C2)=CC=C2OC,53.4,AM-III
CC1=NC=C(C#CC(O)(C2=CC=CC=C2)C)C=N1,65.4,AM-III
N#CC1=CC=C(N=C1)C#CC2=CC=CC=C2C(OC)=O,77.4,AM-III
O=C(C1=CC=C(C#CC2=CC(C(O)=O)=CC=C2)C=C1)NC,65.4,AM-III
CC1=C(SC=C1)C#CC2=CC=CN=C2,80.4,AM-III
O=Cc1cccc(C#CC2=CC(OC)=CC(OC)=C2)n1,83.4,AM-III
O=C(NC1=CC=CC(C#CC2=CC=CC=C2C(OC)=O)=C1)OC(C)(C)C,95.4,AM-III
CC(C1=CC=C(C#CC2=CC=NC=C2)C=C1C)=O,72.6,AM-III
N#CC1=CC=C(NC2=NC=C(C3=CC=CC=C3)C=C2)C=C1,86.301798,AM-III
O=C(OC)C1=NC=C(C#CC2=CC=C(C=C2)OCC3=CC=CC=C3)N=C1,91.2,AM-III
CC1=C(C2=CC=CC=C2C=C1)NC3=NC=CN=C3C,74.4,AM-III
COC1=C(C2=CC=CC=C2C=C1)NC3=CC(C)=NC(C)=C3,57.6,AM-III
CC1=C(SC=C1)C#CC2=CC3=CC=CC=C3N=C2,94.8,AM-III
O=CC1=CC=NC=C1C#CC2=C3C(C=CC=C3)=CC=C2,90.0,AM-III
OCC1=CC=C(C=C1)C#CC2=CC=NC=C2,47.4,AM-III
O=C(OC)C1=NC=C(NC2=CC=CC=C2OC3=CC=CC=C3)N=C1,84.0,AM-III
CC(NC1=CC=CC=C1C#CC(C=C2)=CC=C2OC)=O,82.2,AM-III
N#CC1=CC=C(C#CC2=CC=NC=C2)C=C1,65.4,AM-III
CC(NC1=CC=C(C#CC(O)(C2=CC=CC=C2)C)C=C1)=O,70.2,AM-III
CC(C1=C(NC2=CC=C3C=CC=CC3=N2)C=CS1)=O,90.752112,AM-III
CC(C)(C1=CC=C(C=C1)NC2=CC=C3OCCOC3=C2)C,94.152354,AM-III
CC(C1=C(C=CC=C1)NC2=NC(C)=CC=C2N(=O)=O)C,97.8,AM-III
CC(NC1=CC=CC=C1C#CC2=NC=CC=C2)=O,62.4,AM-III
C1(NC2=C(C=CC=N2)OCC3=CC=CC=C3)=CC=CC4=C1CCC4,81.6,AM-III
CC1=CC=NC(NC(C2=C3C=CC=C2)=CC=C3C)=N1,78.6,AM-III
N#CC1=CC(NC2=CC=CC3=C2CCC3)=NC=C1,84.0,AM-III
FC1=CC=C(C#CC2=CC=C3N=CC=NC3=C2)C=C1,87.6,AM-III
COC1=CC(C#CC2=CC(NC3=C(C=C4OCCOC)C(C=C4OCCOC)=NC=N3)=CC=C2)=CC(OC)=C1OC,69.6,AM-III
C1(C#CC2=CC3=CC=CC=C3N=C2)=CC=C4OCCOC4=C1,89.4,AM-III
CC1=CC=C(C#CC2=CN=CN=C2)C=C1,81.0,AM-III
C1(C#CCOCC2=CC=CC=C2)=NC=CC=C1,75.6,AM-III
CC1=CC=C(NC2=CC=C(C3=CC=CC=C3)N=N2)C4=C1C=CC=C4,76.8,AM-III
N#CC1=CN=C(C#CC(C=C2)=CC=C2OCCCCC)C=C1,100.8,AM-III
COC(C1=CC=C(C=C1)CNC2=CC(N(=O)=O)=C(N3CCCCC3)C=C2)=O,90.15207,AM-III
CC1=CN=CC(C#CC2=CC=C(C3CC3)C=C2)=C1,92.4,AM-III
CC(C)C1=CC=C(C=C1)C#CC2=CC=CC=C2NC(C)=O,94.2,AM-III
CCOC(C=C1)=CC=C1C#CC2=NC=CC=N2,74.4,AM-III
O=C(C1=CC=C(C=C1)C#CC2=CC=C3OC=NC3=C2)OC,87.0,AM-III
COC1=CC=C2N=C(NC3=CC=C(C=C3)CC4=CC=CC=C4)C=CC2=C1,72.6,AM-III
CN1C=CC2=C1C=CC(C#CC3=CC(OC)=CC(OC)=C3)=C2,95.4,AM-III
COC1=NC=C(C#CCOC2=CC=CN=C2)C=C1,59.4,AM-III
CC(C1=C(NCC2=NC=CN=C2)C=CS1)=O,57.94995,AM-III
COC(C1(C2=CC=C(NCC3=CC=NC=C3)C=C2)CCCC1)=O,61.8,AM-III
CC1=CC=C(C=N1)NC(C=C2)=NC=C2C(OCC)=O,51.6,AM-III
CC(C)(C1=CC=C(C=C1)NC2=NC(OC)=NC(OC)=N2)C,86.401806,AM-III
C1(C#CC2=NC=CC=C2)=CC3=C(C=C1)C=NC=C3,53.4,AM-III
N#CC1=CC=C(C#CC(C=C2)=CN=C2OC)C=C1,87.6,AM-III
O=C(C1=CC=CC=C1NCC2=NC=CN=C2)OC,70.150662,AM-III
CC(NC1=C(C=C(C#CC(C=C2)=CC=C2C=O)C=C1)F)=O,76.8,AM-III
CC(C1=C(NC2=CC=CC=C2N3C=CC=C3)C=CS1)=O,89.4,AM-III
CC1=NC=CC(NC2=CN=C(C3=CC=CC=C3)O2)=N1,45.6,AM-III
ClC1=CC=CC=C1C#CC2=CC=C3N=CC=CC3=C2,91.2,AM-III
CN1N=CC(C#CC2=CC=C3OCCOC3=C2)=C1,73.8,AM-III
CC(C1=CC=C(C=C1)NC2=CC3=C(C=CC=C3)C=N2)C,93.452304,AM-III
CC(NC1=CC=CC=C1C#CC2=CC=CC=C2C=O)=O,81.0,AM-III
O=C1CCC2=C(N1)C=CC(C#CC3=CC=CC=C3C)=C2,85.8,AM-III
CC(C1=CC=C(NC2=CC=C3C=CC=CC3=N2)C=C1)=O,68.250522,AM-III
C1(NC2=CC=C3OCCOC3=C2)=CC=CC=C1CC4=CC=CC=C4,94.052346,AM-III
N#CC1=CC=C(C#CCOC2=CC=CN=C2)C=C1,61.8,AM-III
CC1=NC=CC(NC2=C(C=CC=N2)OCC3=CC=CC=C3)=N1,46.8,AM-III
C1(C#CC2=CCCCC2)=CN=CN=C1,82.2,AM-III
C1(C#CC2=CC=CC=C2)=CC3=CC=CC=C3N=C1,92.4,AM-III
CN1N=C(C=C1NC2=CC=C3OCCOC3=C2)C,56.4,AM-III
COC1=C(C2=CC=CC=C2C=C1)NC(C=C3)=CC=C3C(OC)=O,86.4,AM-III
CC(NC1=CC=CC=C1C#CC2=CC3=CC=CC=C3C4=CC=CC=C42)=O,97.8,AM-III
C1(C#CC2=CC3=C(C=C2)C=NC=C3)=CC=C(C4CC4)C=C1,87.6,AM-III
C1(C#CC2=CCCCC2)=CC3=C(C=CC=C3)C=N1,93.6,AM-III
O=[N+](C1=CC=C(C#CC2=C(C=CC=N2)OCC3=CC=CC=C3)C=C1)[O-],89.4,AM-III
CC(C)(C#CC1=CC=C2N=CC=NC2=C1)C,88.8,AM-III
COC1=CC=C(C#CC2=NC=CN=C2)C=C1,75.0,AM-III
CC1=CN=CC(C#CC2=CC=CC3=C2C=CN=C3)=C1,61.2,AM-III
CC(C1=CC=CC=C1)(C#CC2=CC3=CC=CC=C3N=C2)O,79.2,AM-III
COC1=NC=C(C#CC2=CC3=CC=CC=C3N=C2)C=C1,87.0,AM-III
COC1=CC=C(NCCOCC2=CC=CC=C2)C(N(=O)=O)=C1,87.201864,AM-III
O=C1SC2=CC(C#CCCC3=CC=CC=C3)=CC=C2N1,88.8,AM-III
COCCOC1=CC2=NC=NC(NC3=CC=CC(C#CC4=CN=CN=C4)=C3)=C2C=C1OCCOC,57.6,AM-III
COC1=CC(OC)=CC(C#CC2=NC=CC=N2)=C1,73.2,AM-III
CCCC1=CC=C(C2=CC=C(C#CC3=CN=C4C=CNC4=C3)C=C2)C=C1,89.4,AM-III
O=[N+](C1=CC(C#CC2=CN3C(C=N2)=NC=C3)=CC=C1)[O-],67.8,AM-III
O=C1CCC2=C(N1)C=CC(C#CC3=C4C(C=CC=C4)=CC=C3)=C2,90.0,AM-III
CC1=NC=CC(NC(C=C2)=CC(N(=O)=O)=C2OC)=N1,55.8,AM-III
CC(NC1=CC=C(C#CC2=CC=CS2)C=C1)=O,78.6,AM-III
COC1=C(N(=O)=O)C=CC(C#CC2=NC=CC=C2)=C1,75.6,AM-III
O=C(C1=CC=C(C#CC2=CC=CC(Br)=C2)C=C1)NC,86.4,AM-III
CCOC(C1=CC=C(C#CC2=NC=CC=C2)C=C1)=O,82.2,AM-III
COC1=NC=C(C#CC(O)(C2=CC=CC=C2)C)C=C1,79.2,AM-III
CC1=NC=CC(C#CCOC2=CC=C(C=C2)Br)=C1,75.0,AM-III
COC1=C(C#N)C=CC(NC2=CC=C(C=C2)CC#N)=C1,75.6,AM-III
CC(NC1=CC=CC=C1C#CC2=CC=C3C=CC=CC3=C2)=O,91.2,AM-III
CCC(C=C1)=CC=C1C(C=C2)=CC=C2C#CC(C=CC=C3)=C3N(C)C,101.4,AM-III
O=C(N1CC#CC2=NC=CC=C2)C3=CC=CC=C3C1=O,67.2,AM-III
O=C(C1=CC=C2C=C(C#CC3=CC4=C(C=C3)C=NC=C4)C=CC2=C1)OC,89.4,AM-III
C1(NC2=C(C=CC=N2)OCC3=CC=CC=C3)=NC=CC(C4=CC=CC=C4)=C1,72.6,AM-III
CC1=CN=C(C#CC2=CC(NC3=C(C=C4OCCOC)C(C=C4OCCOC)=NC=N3)=CC=C2)C=C1,64.2,AM-III
O=[N+]([O-])C1=CC=CC=C1C#CC2=CC=C(C3=CC=CC=C3)N=C2,97.2,AM-III
O=CC1=CC=NC=C1C#CC2=CC=CC(C)=C2,85.8,AM-III
CC(C1=CC=C(NC2=CC=C(C=C2)OCCN3CCCCC3)C=C1)=O,54.6,AM-III
CCC(C=C1)=CC=C1C#CC2=NC=CC=C2,87.0,AM-III
CC(NC1=CC=C(C#CC(C=C2)=CC=C2C(C)=O)C=C1)=O,73.8,AM-III
O=C(C1=CC=C2C=C(C#CC3=CN(N=C3)C)C=CC2=C1)OC,84.6,AM-III
COCCOC1=CC2=NC=NC(NC3=CC=CC(C#CC4=CC=C5OCCOC5=C4)=C3)=C2C=C1OCCOC,71.4,AM-III
CC(NC1=CC=C(C#CC2=CC=CC(C)=C2)C=C1)=O,85.2,AM-III
CC(NC1=CC=C(C#CC2=CC(OC)=CC=C2)C=C1)=O,79.8,AM-III
O=CC1=CC=NC=C1C#CC2=CC=C(C(C)(C)C)C=C2,97.8,AM-III
CCCCCC#CC1=C(C=CC=N1)OCC2=CC=CC=C2,94.2,AM-III
COC1=NC=C(C#CC2=CC=C3C=CC=CC3=C2)C=C1,103.8,AM-III
COC(C1=C(C2=CC=CC=C2S1)NC3=NC(C)=CC(C)=N3)=O,86.4,AM-III
OCC1=CC=C(C=C1)C#CC2=CC=CN=C2,58.2,AM-III
COC1=CC=C(C=C1OC)NC2=CC=C(C=C2)C3=CC=CC=C3,88.2,AM-III
N1(C2=NC=C(C#CCCC3=CC=CC=C3)C=N2)CCSCC1,102.0,AM-III
CC(NC1=CC=C(C#CC(C=C2)=CN=C2OC)C=C1)=O,75.0,AM-III
CC(C1=CC=C(C=C1)C#CC2=CN=CC3=C2C=CC=C3)=O,82.2,AM-III
C1(C#CC2=CC3=C(C=C2)C=NC=C3)=C(C=CC=C1)OCC4=CC=CC=C4,87.0,AM-III
C1(NC2=CC3=C(C=CC=C3)C=N2)=CC=CC=C1N4C=CC=C4,91.2,AM-III
COC1=C(C2=CC=CC=C2C=C1)NC3=CC(N(=O)=O)=C(N4CCCCC4)C=C3,98.4,AM-III
O=[N+](C1=CC=C(C#CC2=NC=CC3=CC=CC=C23)C=C1)[O-],87.0,AM-III
COC1=CC=C(C#CC2=NC(F)=CC=C2)C=C1,85.2,AM-III
COC(C1=CC=CC=C1NCC2=NC=CN=C2)=O,69.850638,AM-III
COC1=NC=C(C#CCCC(OCC2=CC=CC=C2)=O)C=C1,90.0,AM-III
N#CC1=CC=C(C#CC2=CC3=CC=CC=C3N=C2)C=C1,86.4,AM-III
C1(C#CC2=C(C=CC=N2)OCC3=CC=CC=C3)=CC=NC=C1,69.0,AM-III
CN(C1=C(C#CC2=NC=CC=C2)C=CC=C1)C,66.6,AM-III
O=C(C1=CN=C(C=C1)C#CC(C=C2)=CC=C2C(OCC)=O)OC,87.6,AM-III
O=C1N(C(C2=C1C=CC=C2)=O)CCC#CC3=CC=CC=C3C(OC)=O,82.8,AM-III
COC1=NC(NCCOC2=CC=CC=C2)=NC(OC)=N1,71.300742,AM-III
O=CC1=CC=C(OCC#CC2=CC=C3N=CC=NC3=C2)C=C1,76.2,AM-III
C1(NC2=NC3=CC=CC=C3C=N2)=CC=C(C=C1)CC4=CC=CC=C4,94.8,AM-III
COC1=C(C#N)C=CC(NC2=NC(C)=CS2)=C1,76.2,AM-III
COC(C1=C(C2=CC=CC=C2S1)NC(C(N(=O)=O)=C3)=CC=C3OC)=O,96.6,AM-III
O=CC1=CC=NC=C1C#CC2=CC=CC([N+]([O-])=O)=C2,78.6,AM-III
O=C(C1=CC=CC=C1)OCC#CC(C=C2)=CN=C2OC,88.8,AM-III
COC1=CC=C(C=C1)C#CC2=CC3=CC=CC=C3N=C2,91.8,AM-III
FC(F)(F)C1=CC=CC=C1C#CC2=CC=CN=C2,84.6,AM-III
O=Cc1cccc(C#CC2=NC=C(C=C2)Br)n1,75.0,AM-III
FC(F)(F)C1=CC(C(F)(F)F)=CC(C#CC2=CC=NC=C2)=C1,92.4,AM-III
C1(C#CCOC2=CC=CN=C2)=CC=C(C=C1)C3=CC=CC=C3,85.2,AM-III
FC(F)(F)C1=CN=C(C#CC2=CC=C(C3=CC=CC=C3)C=C2)C=C1,103.2,AM-III
O=C(C1=CC=C(C=C1)C#CC2=CC=NC=C2)OC,70.8,AM-III
CC1=NC=CC(NC2=CC=C3OCCOC3=C2)=C1,47.4,AM-III
COC1=CC=C(C#CC(C=CC=C2)=C2C(N)=O)C=C1,72.0,AM-III
N#CC1=CC=C(C#CC2=NC=CC=N2)C=C1,64.2,AM-III
O=C(C1=CC=C(C#CC2=CC=CC(C)=C2)C=C1)NC,82.2,AM-III
C1(C#CC2=NC=CN=C2)=CC=CC3=C1C=CC=C3,85.2,AM-III
O=C(C1=CC=CC=C1)C2=CC=CC=C2NC(C=C3)=CC=C3C(OCC)=O,97.902618,AM-III
CC1=NC=CC(NC2=C(SC=C2)C(C)=O)=C1,43.2,AM-III
CCCCCCC1=C(C#CC2=NC=CC=N2)SC=C1,98.4,AM-III
O=N(C1=CN=C(NC2=C3C=CC=NC3=CC=C2)C=C1)=O,55.8,AM-III
C1(C#CC2=CC=CN=C2)=C3C=CC=CC3=CC=C1,89.4,AM-III
CC1=CC=CC(N(=O)=O)=C1NC2=CC=C(C=C2)OCCN3CCCCC3,63.550194,AM-III
CC(NC1=CC=C(C#CC2=CC3=C(C=C2)C=NC=C3)C=C1)=O,56.4,AM-III
COC1=C(N(=O)=O)C=C(NC2=CC=C(C3=CC=CC=C3)N=N2)C=C1,73.8,AM-III
O=CC1=CC=CC=C1C#CC2=NC=CC=C2,70.2,AM-III
O=CC1=CC=NC=C1C#CC2=CC=C(C(F)(F)F)C=C2,87.6,AM-III
CC(NC1=CC=CC=C1C#CC(C=C2)=CC=C2C(C)=O)=O,75.6,AM-III
O=C(C1=CC=C(C=C1)C#CC2=C(C=CC=N2)OCC3=CC=CC=C3)OC,89.4,AM-III
C1(C#CC2=CC=NC=C2)=CC3=C(OC=C3)C=C1,70.8,AM-III
CC1=NC2=C(C(NC3=NC4=CC=CC=C4C(C)=C3)=C1)C=CC=C2,62.4,AM-III
O=[N+]([O-])C1=CN=C(C(C#CCOC2=CC=CN=C2)=C1)C,59.4,AM-III
CCOC(C1=CN=C(NC2=C3C=CC=NC3=CC=C2)C=C1)=O,59.4,AM-III
COC1=CC=C(NC2=NC=C(C3=CC=CC=C3)C=C2)C(N(=O)=O)=C1,92.752254,AM-III
COC(C1=C(C2=CC=CC=C2S1)NC3=NC(C)=CC=C3N(=O)=O)=O,94.2,AM-III
COC(C1=CC=CC=C1C#CC2=CC=CC3=C2C=CC=C3)=O,100.8,AM-III
CC(C1=CN=C(S1)NC(C=N2)=NC=C2C)C,70.050654,AM-III
COC1=NC=C(C=N1)C#CC2=CC=CC=C2C(OC)=O,78.0,AM-III
BrC(C=C1)=CC=C1OCC#CC2=CC=CN=C2,84.0,AM-III
COC1=NC=C(C=N1)C#CC2=CC(OC)=C(OC)C(OC)=C2,76.8,AM-III
N#CC1=CC(NC2=C3C=CC=NC3=CC=C2)=NC=C1,51.6,AM-III
CC(C1=CC=C(C=C1)C#CC2=CC=NC=C2)=O,63.0,AM-III
N#CC1=CC=C(C#CC2=CC3=CC=CC=C3C4=CC=CC=C42)C=C1,100.8,AM-III
ClC(C=C1)=CC=C1C#CC2=CN3C(C=N2)=NC=C3,75.0,AM-III
COCCOC1=CC2=NC=NC(NC3=CC=CC(C#CC4=C(C5=CC=CC=C5)C=CC=C4)=C3)=C2C=C1OCCOC,79.2,AM-III
COC1=CC=CC(C#CC2=CN=C(C=C2)Cl)=C1,91.8,AM-III
CC(NC1=CC=C(C#CC2=CC3=CC=CC=C3C4=CC=CC=C42)C=C1)=O,97.8,AM-III
NC1=CC=C(C#CC2=NC(OCC3=CC=CC=C3)=CC=C2)C=C1,90.6,AM-III
CC1=NC2=C(C=C(C=C2)NC3=CC=C4OCCOC4=C3)S1,76.351098,AM-III
C1(C#CC2=CC=CC3=C2C=CC=C3)=NC=CC=C1,87.0,AM-III
COC1=CC=CC(C#CC2=CC=C3C=CC=NC3=C2)=C1,84.6,AM-III
CC(C1=CC=C(C=C1)C#CC2=CC=C3N=CC=NC3=C2)=O,79.8,AM-III
COC1=CC=C(C#CC2=CC(NC3=C(C=C4OCCOC)C(C=C4OCCOC)=NC=N3)=CC=C2)C=C1,71.4,AM-III
CC1=NC2=C(C=C(C=C2)NC(C=N3)=NC=C3C)S1,66.850428,AM-III
O=C(OC)C1=NC=C(C#CC(C=C2)=CC=C2C(C)=O)N=C1,71.4,AM-III
COc1ccc(C#CC2=CC3=CC=CC=C3N=C2)cc1,90.6,AM-III
O=CC1=CC=CC(C#CC2=CC=CN=C2)=C1,70.8,AM-III
O=C(C1=CC=CC=C1C#CC(C=C2)=CC=C2OCCCCC)NC(C)C,103.2,AM-III
N#CC1=CN=C(C#CC(C=C2)=CC=C2CC#N)C=C1,73.2,AM-III
O=C(C1=CC=CC=C1C#CC2=CC=C3C=CC=CC3=C2)NC(C)C,91.8,AM-III
COC1=NC=C(C#CC2=CC=CC=C2C(F)(F)F)C=N1,88.2,AM-III
OCC1=CC=C(C#CC(C=N2)=CN=C2OC)S1,66.6,AM-III
O=C(CCC1=CC=CC=C1)NC2=CC=C(C#CC3=NC(F)=CC=C3)C=C2,87.6,AM-III
COC1=C(C2=CC=CC=C2C=C1)NC3=NC4=C(C=CC=C4)S3,82.2,AM-III
CC1=CN=CC(C#CC2=CC=CC=C2C(OC)=O)=C1,76.8,AM-III
COC1=CC=C2C=C(C#CC3=NC=CC=N3)C=CC2=C1,79.8,AM-III
O=CC1=CC=C(C#CC2=NC(F)=CC=C2)C(OC)=C1,79.8,AM-III
COC1=CC=C(C=C1)C#CC2=CC=NC=C2,65.4,AM-III
C1(C#CC2=CSC=C2)=CC=CC3=C1C=CN=C3,75.6,AM-III
CCOC(C=C1)=CC=C1C#CC2=C(C=CC=N2)OCC3=CC=CC=C3,92.4,AM-III
COC1=CC(C#CCOC2=CC=CN=C2)=CC(OC)=C1OC,63.6,AM-III
