SMILES,UV_RT-s,Method
FC(F)(F)C1=CN=C(NC2=CC=C(CO)C=C2)C=C1,64.2,AM-II
O=[N+]([O-])C1=CN=C(N2CC(C=CC=C3)=C3CC2)C(C)=C1,74.4,AM-II
N#CC1=CC=CN=C1NC2=CC=C(C=C2C)C,66.0,AM-II
O=CC1=CC=C(C=C1OC)OC2=NC=CC(C(OC)=O)=C2,57.6,AM-II
CCC1=CC=C(C(OC)=C1)OC2=NC=CC(C(OC)=O)=C2,66.0,AM-II
CC(=O)C1=CN=CC(OC2=CC=C(C(C)(C)C)C=C2[N+](=O)[O-])=C1,73.8,AM-II
COC1=CC=CC(C(C=C2)=NC=C2OC)=C1,54.0,AM-II
N#CC1=C(C=CC=C1N(CCC2)CC2C)C(F)(F)F,72.0,AM-II
CC(C)NC(/C=C/C1=CN=C2NC=CC2=C1)=O,42.0,AM-II
FC(F)(C1=CC=C(C=C1)OC(C=C2)=NN=C2C)F,55.2,AM-II
N#CC1=CC=C(C=C1C#N)OC2=NC=CC(C(OC)=O)=C2,57.6,AM-II
CC1=C(OC2=CC=CC=C2C3=CC=CC=C3)C=NC=C1,55.8,AM-II
Cc1ccc(Oc2cccc(F)c2C#N)nc1,65.4,AM-II
C1(NC2=NC=CC=C2)=CC=CC(OCC3=CC=CC=C3)=C1,51.0,AM-II
CC1=CC(C)=NC(NC2=CC=CC=C2F)=N1,60.0,AM-II
FC(F)(F)C1=CN=C(N2C=CN=C2C)C=C1,41.4,AM-II
O=[N+](C1=C(NC(N=C2)=CN=C2Cl)C=CN=C1)[O-],50.4,AM-II
O=C(C1=CC=CC(NC2=NC=CC=C2)=C1)OCC,45.0,AM-II
CC1=NC=CC(C2=CC(OC)=CC=C2OC)=C1,41.4,AM-II
O=C(OCC)C1=CN=C(NC2=CC(C#C)=CC=C2)N=C1,70.2,AM-II
CC(C=C(C(OC)=C1OC)OC)=C1OC2=NC=CC(C(OC)=O)=C2,61.2,AM-II
CC1=NC=C(C(C=N2)=CC=C2OC)C=N1,44.4,AM-II
FC(F)(F)C1=CN=C(N(CC2)CCN2CCCC)C=C1,52.2,AM-II
CC1=NC=CC(OC2=CC=CC=C2C3=CC=CC=C3)=C1,45.6,AM-II
[O-][N+](C(C=C1NC2=C3C(C=CS3)=NC=N2)=C(C=C1OC)F)=O,56.4,AM-II
CC1=CC(C)=CC(NC2=CC=C(C=C2C)C(OC)=O)=N1,43.8,AM-II
O=[N+]([O-])C1=CN=C(NC2=CC=C(C=C2C)C)C(C)=C1,68.4,AM-II
CC1=NNC2=C1C=C(C(C=N3)=CC=C3OC)C=C2,54.0,AM-II
O=C(C1=CC(/C=C/C(NC(C)C)=O)=CN=C1)OC,44.4,AM-II
ClC1=C(C)C(OC2=CC(C)=NC=C2)=CC=C1,45.6,AM-II
CC1=CC(C)=CC(OC2=CC(OC)=CN=C2)=C1,63.0,AM-II
COC(C1=CC=C(C=C1)NC2=CC=C(O)C(C)=C2)=O,64.2,AM-II
CC(C1=CC(NC2=CC(OCC)=NC=C2)=CC=C1)=O,44.4,AM-II
FC1=CC(OC2=CC(C)=NC=C2)=CC(F)=C1C=O,30.6,AM-II
ClC1=C(C)C(OC(C=C2)=NN=C2C)=CC=C1,55.8,AM-II
COC(=O)C1=CC=NC(OC2=CC=C(NC(=O)OC(C)(C)C)C=C2)=C1,69.6,AM-II
CC1=C(C(OC)=O)C=CC=C1OC2=CN=CC(C(C)=O)=C2,56.4,AM-II
CC(C1=CC(OC2=CC=C3N=CC=CC3=C2)=CN=C1)=O,40.2,AM-II
O=C(OC)C1=CC(C2=CC=CC(C)=C2C)=NC=C1,64.2,AM-II
FC(F)(F)C1=CC=CC(OC2=CC(C(OC)=O)=NC=C2)=C1,60.0,AM-II
[O-][N+](C(C=C1)=CN=C1NC2=NC=C(C=O)C=C2)=O,48.0,AM-II
COC1=CN=CC(C2=CC=CC(C)=C2C)=C1,58.8,AM-II
FC(F)(F)C1=CC=CC(OC2=CC(C)=NC=C2)=C1,42.6,AM-II
O=C(OC)C1=CC=NC(/C=C/C(C=C2)=CC=C2C)=C1,67.2,AM-II
CC1=CC(C=O)=CC(C)=C1OC2=NC=CC(C(OC)=O)=C2,60.6,AM-II
C=CC1=CC=C(OC2=CC(C(C)=O)=CN=C2)C=C1,61.2,AM-II
Cc1ccc(Oc2ccc(cc2Cl)C(C)(C)C)nc1,78.0,AM-II
O=[N+]([O-])C1=CN=C(NC2=CC=C(C(C)=C2)OC)C(C)=C1,68.4,AM-II
N#CC1=CC=C(C=C1C#N)OC2=CC=CN=C2C,42.6,AM-II
Cc1cccc(Oc2cccc[n+]2[O-])n1,52.8,AM-II
CC(C1=CC=C(C=C1OC2=CC(C)=NC=C2)F)=O,38.4,AM-II
FC(F)(F)C1=CC=CC(OC2=NC=CC(C(OC)=O)=C2)=C1,67.2,AM-II
O=[N+]([O-])C1=CC=C(NCCCC)N=C1C,69.0,AM-II
N#CC1=CC=C(N2C=CN=C2C)C=C1C(F)(F)F,39.0,AM-II
O=C(C1=NC=CC(/C=C/C(NC(C)C)=O)=C1)OC,42.6,AM-II
C1(N2C3=CC=CN=C3C=C2)=NC=CC=N1,39.6,AM-II
CC1=CC=CN=C1C2=CC3=CC=CC=C3C=C2,48.6,AM-II
O=C(OC)C1=CC(C2=CC=C(F)C(C)=C2)=NC=C1,66.6,AM-II
N#CC1=CC=C(NC2=CC=C(C=C2C)C)N=C1,67.8,AM-II
CC1=CN=C(NC2=CC=NC=C2)C=C1,43.2,AM-II
CC1=CC=CC(OC2=CC=C3SC=NC3=C2)=C1F,72.6,AM-II
O=[N+]([O-])C1=CC=C(NC2=CC=CC(C)=C2C)N=C1C,73.8,AM-II
FC1=CC=C(C=C1F)OC2=NC=CC(C(OC)=O)=C2,63.0,AM-II
FC1=CC(C=O)=CC=C1/C=C/C(N2CCOCC2)=O,46.8,AM-II
[O-][N+](C1=CC=C(C)C(NC2=C3C(C=CS3)=NC=N2)=C1)=O,56.4,AM-II
CC(C=C(C(OC)=C1OC)OC)=C1OC2=CC=CN=C2C,46.2,AM-II
COC1=CC=C(C2=CC3=C(NC4=C3C=CC=C4)C=C2)C=N1,66.6,AM-II
O=[N+]([O-])C1=CC=C(N2C3=CC=CC=C3N=C2)N=C1C,68.4,AM-II
OC1(C#CC2=CC3=CC=CC=C3C=N2)CCCCC1,58.2,AM-II
ClC1=C(C)C(OC2=NC=CC(C(OC)=O)=C2)=CC=C1,69.0,AM-II
O=C(OCC1=CC=CC=C1)C2=CC=CC=C2OC(C=C3)=NN=C3C,56.4,AM-II
O=C(OCC)C1=CN=C(NC2=C(C=C(C=C2C)C)[N+]([O-])=O)N=C1,67.2,AM-II
CC(C1=CC=C(C=C1OC2=CC=CN=C2C)F)=O,40.2,AM-II
CC1=CN=C(N2C=CC3=C2C=CC=C3OC)N=C1,75.0,AM-II
CC(C)NC(/C=C/C1=CC=CC2=C1C=NN2)=O,45.0,AM-II
FC(C=C1C(C)=O)=CC=C1OC(C(C)=N2)=CC=C2C,38.4,AM-II
Cc1ccc(Oc2ccc(cc2)-c2ccc(F)cc2)nc1,74.4,AM-II
FC1=CC(OC2=NC=CC(C(OC)=O)=C2)=CC(F)=C1C=O,59.4,AM-II
Cc1cc(C)nc(Nc2ccc(F)c(c2)C#N)c1,45.6,AM-II
O=[N+](C1=C(NC(O2)=CC=C2C=O)C=CN=C1)[O-],40.2,AM-II
CC1=NC=CC(OC2CCCCC2)=C1,40.2,AM-II
CC1=CC(C2=NC3=CC=CC=C3C=C2)=CC=C1F,70.2,AM-II
COC1=NC=C(C=C1)OC(C=C2)=NN=C2C,45.0,AM-II
COC1=NC(OC)=NC=C1OC2=CC3=C(NC=C3)C=C2,51.6,AM-II
N#CC1=CC=C(N(CCOC2)C2C)C=C1C(F)(F)F,65.4,AM-II
O=C(OC)C1=CC=NC(/C=C/C(N2CCOCC2)=O)=C1,43.2,AM-II
N#CC1=CC=C(NC2=CC=C(C(C)=C2)OC)N=C1,66.6,AM-II
Cc1cccc(Oc2cc(ccc2F)C(F)(F)F)n1,73.2,AM-II
Cc1cccc(Oc2ccc(C)c(F)c2)n1,71.4,AM-II
Cc1cc(C)nc(Nc2ccc(F)cc2C)c1,43.8,AM-II
Cc1cccc(Oc2ccc(C)c(Cl)c2)n1,74.4,AM-II
Cc1ccc(Oc2ccc(C)c(Cl)c2)nc1,72.6,AM-II
N#CC1=CC=C(N2C(C=CN=C3)=C3C=C2)C=C1C,45.0,AM-II
N#CC1=CC=C(NC2=CC=C(C=C2)CC)N=C1,70.2,AM-II
COC1=NC=C(C#CC2=CC=CC=C2)C=N1,63.6,AM-II
FC1=CC=C(C=C1F)OC(C=C2)=NN=C2C,49.8,AM-II
CC1=C(C(OC)=O)C=CC=C1OC2=CC(C(OC)=O)=NC=C2,56.4,AM-II
FC(F)(F)C1=CN=C(N2C=NC3=CC(C)=CC=C32)N=C1,69.0,AM-II
FC1=CC=C(C=C1F)OC2=CC=CN=C2C,50.4,AM-II
CCC(C)(C)c1ccc(Oc2ccc(C)cn2)c(c1)[N+]([O-])=O,75.6,AM-II
ClC1=C(C)C=C(OC(C(C)=N2)=CC=C2C)C=C1C,55.2,AM-II
COC1=CC=C(C2=CN=CC3=C2C=CC=C3)C=N1,48.0,AM-II
CN(C)c1ccc(Oc2ccc(NC(=O)OC(C)(C)C)cc2)cc1,66.6,AM-II
CC(C)NC(/C=C/C1=CC=C2NN=CC2=C1)=O,43.8,AM-II
CC(C1=CC(OC2=CC=CC=C2C3=CC=CC=C3)=CN=C1)=O,63.6,AM-II
FC1=NC=C(C=C1)NC2=CC(C(OCC)=O)=CC=C2,66.6,AM-II
CC(/C=C/C(C=C1OC)=CC=C1OC(C=C2)=CC3=C2NN=C3C)=O,48.0,AM-II
O=C(OC)C1=CC(OC2=CC=CC=C2C3=CC=CC=C3)=NC=C1,67.8,AM-II
O=CC1=CC=C(C=C1OC)OC2=CC(C)=NC=C2,33.6,AM-II
ClC(C=C1)=CN=C1NC2=CC3=C(C=C2)C=NC=C3,43.2,AM-II
COC1=CC=C2C=C(NC3=CC=C4N=CC=NC4=C3)C=CC2=C1,59.4,AM-II
FC1=CC=CC(NC2=CN3C(C=N2)=NC=C3)=N1,40.8,AM-II
COC1=CN=C(/C=C/C(N2CCOCC2)=O)C=C1,39.6,AM-II
COC1=CC=C(C=C1OC)NC2=NC=CC=N2,54.6,AM-II
O=CC1=CC(OC)=C(/C=C/C(N2CCOCC2)=O)C(OC)=C1,49.2,AM-II
CCC1=CN=C(NC2=CC([N+]([O-])=O)=CC=C2C)N=C1,65.4,AM-II
COC1=CC=C(OC)C(C2=CN=C(C=C2)N3CCOCC3)=C1,47.4,AM-II
FC1=CC(OC(C=NC=C2)=C2C)=CC(F)=C1C=O,35.4,AM-II
O=C(NC1=CC=CC=C1OC2=CC(C)=NC=C2)OC(C)(C)C,44.4,AM-II
CC1=CC(C2=CC=C3N=CC=CC3=C2)=CC=C1F,60.0,AM-II
O=C(OCC)C1=CN=C(NC2=CC=CN3C2=NC=C3)N=C1,46.8,AM-II
CCOC(C=C1)=CC=C1NC2=CC3=CC=C(C=C3C=C2)OC,70.2,AM-II
O=[N+]([O-])C1=CC=C(N2C3=CC=CN=C3C=C2)C(C)=C1,45.6,AM-II
Cc1cccc(Oc2cc(C)c(C#N)c(C)c2)n1,69.6,AM-II
FC(F)(F)C1=CN=C(NC(C=C2OC)=CC=C2OC)C=C1,67.8,AM-II
O=[N+]([O-])C1=CC=C(NCC(C)C)N=C1C,68.4,AM-II
O=C(OCC1=CC=CC=C1)C2=CC=CC=C2OC3=NC=CC(C(OC)=O)=C3,64.8,AM-II
BrC1=CN=CC(OC2=CC(C)=NC=C2)=C1,31.8,AM-II
CC1=C(C)C(C2=CC=NC=C2)=CC=C1,46.2,AM-II
O=[N+]([O-])C1=CC=C(NC(C=C2)=CC=C2CC(OC)=O)N=C1C,67.8,AM-II
O=C(N(C1=CC=CC=C1)CCC#N)CC2=CC=C(C=C2)OC,58.8,AM-II
O=C(N(C)OC)C1CC2=C(C1)C=CC=C2,52.2,AM-II
O=C(NCCC1=CC=CS1)C2=NC=CC3=C2C=CC=C3,59.4,AM-II
O=C(NCCC1=CC=CS1)C2=CC3=C(NN=C3)C=C2,46.2,AM-II
O=C(N(C)CCC)C1=CC=C(C=C1)OC,51.6,AM-II
FC1=CC(C(C(N(C)OC)=O)C)=CC=C1C2=CC=CC=C2,64.8,AM-II
O=C(NC1=CC(C(OCC)=O)=CC=C1)C2C3=C(C=CC=C3)OC4=C2C=CC=C4,65.4,AM-II
C=CCN(C(C1=CC2=C(C=CC=C2)S1)=O)CC3=CC=CC=C3,64.2,AM-II
O=C(NC1=CC(C(F)(F)F)=CC(N2C=C(C)N=C2)=C1)C3=CC=CO3,43.8,AM-II
O=C(N1CCOCC1)C2=C(C3=CC=CC=C3O2)C,50.4,AM-II
COC1=CC=C(N(C(CC2=CN(C3=C2C=CC=C3)C)=O)C)C=C1,60.6,AM-II
O=C(NC1=CC(C(F)(F)F)=CC(N2C=C(C)N=C2)=C1)CC3=CC=C4C(OCO4)=C3,48.0,AM-II
O=C(NCC1=CC2=C(OCO2)C=C1)C3CCC(F)(CC3)F,54.0,AM-II
FC1=CC=C(CCNC(C2=NC=CC=N2)=O)C=C1,44.4,AM-II
O=C(C1=CC=CC=C1)C2=CC=CC=C2N(CC3)CCN3CCOC,56.4,AM-II
O=C(N(CC)C1=CC=CC(C)=C1)C2=CN=C(N=C2)Cl,59.4,AM-II
N#CCCN(C(C1=CC(C2=CC=CC=C2)=NC3=CC=CC=C13)=O)C4=CC=CC=C4,63.6,AM-II
COC1=CC(OC)=CC(NC(CC2=CN(C3=C2C=CC=C3)C)=O)=C1,55.2,AM-II
O=C(N(CC1=CC=CC=C1)C(CC2=CC=C(C=C2)OC)C)C3=NC=C(C=N3)Br,66.450396,AM-II
CC1=CN=C(C=C1)NC(C2C3=C(C=CC=C3)OC4=C2C=CC=C4)=O,62.4,AM-II
O=C(NC1CCN(CC2=CC=CC=C2)CC1)C3=NC=C(C(C)=C3)Br,43.8,AM-II
CN1CCN(C(C2=NC(C3=CC=CC=C3)=CC=C2)=O)CC1,39.6,AM-II
O=C(N(C)CCC)C1=CC(Cl)=NC(C)=C1,45.0,AM-II
O=C(NCC1=CC=C(OC2=CC=CC=C2)C=C1)CC3=CN(C4=C3C=CC=C4)C,61.2,AM-II
COC1=CC(OC)=CC(NC(C2CCN(CC2)C(OCC3=CC=CC=C3)=O)=O)=C1,55.8,AM-II
O=C(N(CC)C(C)C)C1=NC=CC=N1,39.0,AM-II
O=C(N(C1=CC=C(C=C1)F)C)C2=CC=CO2,52.8,AM-II
O=C(N(CCC1=C2C=CC=C1)C2C3=CC=CC=C3)C4=CC=NC=C4Cl,59.4,AM-II
O=C1C2=C(OCC3=C1C=CC=C3)C=CC(CC(NC4=CC(C(F)(F)F)=CC(N5C=C(C)N=C5)=C4)=O)=C2,52.8,AM-II
C=CCN(C(CC1=CC(F)=CC(F)=C1)=O)CC2=CC=CC=C2,66.6,AM-II
O=C(N(C)OC)C1=CC=C(S1)[N+]([O-])=O,51.0,AM-II
O=C(NC(C=C1)=CC=C1C(OC)=O)C2C3=C(C=CC=C3)OC4=C2C=CC=C4,64.2,AM-II
O=C(N[C@H](C)C1=CC=CC=C1)[C@@H]2CC3(CC3)CN2C(OC(C)(C)C)=O,61.8,AM-II
O=C(N(CC1=CC=CC=C1)CC2=CC=CC=C2)C3=NC4=CC=CC=C4N=C3,63.6,AM-II
O=C(N(C)CCC)C1=CC=C2N=C(C=CC2=C1)C,38.4,AM-II
O=C(N1CCCC2C1CCCC2)C3=CC=C4N=C(C=CC4=C3)C,50.4,AM-II
O=C(NC1CCCCCC1)CC2=CN(C3=C2C=CC=C3)C,62.4,AM-II
O=C(N[C@H](C)C1=CC=CC=C1)C2=NC=CN=C2,51.6,AM-II
CC1=CN=C(N(C)CCC)N=C1,58.2,AM-II
O=C(N(C1=CC=C(C=C1)F)C)/C=C/C2=CC=CC=C2,61.8,AM-II
O=C(N(C)OC)C1=CC=C2OCCOC2=C1,45.6,AM-II
FC1=CC(C(C(NCC2=CC3=C(OCO3)C=C2)=O)C)=CC=C1C4=CC=CC=C4,61.8,AM-II
O=C(NCCC1=CC=CS1)C2=C(C3=CC=CC=C3S2)C,61.8,AM-II
O=C(NCC1=CC=C(C=C1)F)C2=CN=C(N=C2)Cl,54.6,AM-II
O=C(N1C(C=CC=C2)=C2CC1)C3=NC=C(C=N3)Br,56.2499502,AM-II
O=C(NCCC1=CC=CS1)CN2C=CC3=C2C=CC=C3,59.4,AM-II
O=C(NCC1=CC=C(C=C1)F)CC2=CC=C3C(OCO3)=C2,52.2,AM-II
CN(C(C1=CC=CC=C1OC)=O)C2=CC=C(C=C2)F,55.799952,AM-II
FC1=CC(C(C(NC2=CC=C(C=C2)OC)=O)C)=CC=C1C3=CC=CC=C3,66.6,AM-II
CN(C(CC1=CC=CC=C1C)=O)C2CCCCC2,65.4,AM-II
CC1=CC(C)=CC(NC(C2=C(C)C(C=CC=C3)=C3S2)=O)=N1,66.850428,AM-II
O=C(N1CCCC2C1CCCC2)C3=CC(Cl)=NC(C)=C3,64.2,AM-II
COC1=C(C=C(C=C1)CC(NCC2=CC=C(OC3=CC=CC=C3)C=C2)=O)OC,60.6,AM-II
O=C(NC1=CC=C(C=C1)Cl)[C@@H](C)C2=CC3=CC=C(C=C3C=C2)OC,67.8,AM-II
O=CN1CCN(C(C2=NC3=CC=CC=C3N=C2)=O)CC1,37.2,AM-II
O=C(N(C1=CC=CC=C1)CC)C2=CC(Cl)=NC(C)=C2,58.2,AM-II
O=C(NCC1=CC=C(OC2=CC=CC=C2)C=C1)CC3=CSC=C3,57.6,AM-II
CC1=CN=C(N(C)C2=CC(C)=CC=C2)N=C1,69.6,AM-II
O=C(N(C)OC)C1=CC(C)=CC(C)=C1,54.0,AM-II
CN1CCN(C(C2C3=C(C=CC=C3)OC4=C2C=CC=C4)=O)CC1,43.8,AM-II
C=CCN(C(C1=CC=C2C=C(OC)C=CC2=C1)=O)CC=C,59.4,AM-II
O=C(NC(C1=CC=CC=C1)C2=CC=CC=C2)C3=CC(C4=CC=CC=C4)=NC5=CC=CC=C35,70.2,AM-II
O=C(NC(C=C1)=CN=C1OC)C2N(CCC2)C(OCC3=CC=CC=C3)=O,50.949954,AM-II
CN(C(c(cc1)cc2c1cccn2)=O)CC3=CC=C(C=C3)OC,51.0,AM-II
O=C(N(C1=CC=C(C=C1)F)C)C2=CC(Cl)=NC(C)=C2,52.999953,AM-II
O=C(N1CCCC1)C(C2=CC=CC=C2)C3=CC=CC=C3,60.6,AM-II
COC1=CC=C(C=C1)N(C(/C(C#N)=C/C2=CC=CC=C2)=O)C,60.0,AM-II
FC1=NC=C(N(C)C(C=C2)=CC=C2OC)C=C1,67.2,AM-II
CN(C(C(C)=CC1=CC=CC=C1)=O)C2=CC=CC=C2,58.2,AM-II
O=C(NC1CCCCCC1)CN2C=CC3=C2C=CC=C3,59.4,AM-II
CN(N=C1)C=C1NC(C(C)C2=CC=C(C3=CC=CC=C3)C(F)=C2)=O,55.2,AM-II
O=C(NCC1=CC2=C(OCO2)C=C1)C3N(CCC3)C(OCC4=CC=CC=C4)=O,61.2,AM-II
O=C(NCC1=CC=C(C=C1)Br)C2CCC(F)(CC2)F,68.4,AM-II
COC1=CC=C(C(C=CC(NCCC(C2=CC=CC=C2)C3=CC=CC=C3)=O)=C1)OC,66.350388,AM-II
FC1=CC=C(CCNC(C2=C(C3=CC=CC=C3S2)C)=O)C=C1,60.0,AM-II
COC1=CC(C)=C(C=C1)NC(C2=CC(C3=CC=CC=C3)=NC4=CC=CC=C24)=O,65.4,AM-II
O=C(NCC(C1=CC=CC=C1)C2=CC=CC=C2)C3=CC(Cl)=NC(C)=C3,60.6,AM-II
FC1=CC=C(CCNC(C2=CC(C)=CC(C)=C2)=O)C=C1,57.0,AM-II
FC1=CC(C(C(NC2CCCCCC2)=O)C)=CC=C1C3=CC=CC=C3,66.6,AM-II
COC1=CC=CC=C1C(NCCCN2C=NC=C2)=O,31.549974,AM-II
O=C(N(C)CCC)C1=C(C2=CC=CC=C2O1)C,61.8,AM-II
O=C(N1CCC(NC(C2=CC(C)=NC3=CC=CC=C23)=O)CC1)OC(C)(C)C,51.6,AM-II
O=C(N1CCCC1)CC2=CC=C3C(OCO3)=C2,48.0,AM-II
O=C(NC1CCN(CC2=CC=CC=C2)CC1)C3=CC=C4N=CC=NC4=C3,36.0,AM-II
O=C(C1=CC=CC=C1)CNC(CC(C=C2)=CC(OC)=C2OC)=O,52.2,AM-II
CC(C1=CC=CC=C1)(C)NC(C2=CC(C)=NC3=CC=CC=C23)=O,48.6,AM-II
O=C(N(CCC1)CC1C)C2=NC(Cl)=CC(Cl)=C2,62.4,AM-II
O=C(N[C@H](C)C1=CC=CC=C1)C2=CC=C(C=C2)OC,56.4,AM-II
CN(C(C1=CC2=C(NN=C2)C=C1)=O)CC3=CC=CC=C3,49.8,AM-II
COC1=CC=C(C(C=CC(NC2=NN=CC=C2)=O)=C1)OC,51.7999542,AM-II
O=C(N(C1=CC=C(C=C1)F)C)CC2=CC=C(C=C2)OC,55.69995,AM-II
O=C(C1=CC=CC=C1)C2=CC=CC=C2N3C=CN=C3C,48.6,AM-II
O=C(N(C)OC)C1=CC=NC=C1Cl,38.4,AM-II
COC1=CC=C(C(C=CC(NC2=CC=CC3=NC4=CC=CC=C4N=C32)=O)=C1)OC,69.55062,AM-II
COC1=CC=CC=C1C(NC2CCCC2)=O,56.44995,AM-II
O=C(N(C)OC)CC1=CC=C(C=C1)C#N,46.8,AM-II
O=C(NCC1=CC=C(OC2=CC=CC=C2)C=C1)C3=CC=CC=C3CC4=CC=CC=C4,67.2,AM-II
FC1=CC=C(CCNC(C2=CC(Cl)=NC(C)=C2)=O)C=C1,53.4,AM-II
CC(C)CNC(C1=CC=C2N=CC=NC2=C1)=O,43.2,AM-II
O=C(N(C)C(C=C1)=CC=C1OC)CC2=CC=C(C=C2)C,61.8,AM-II
O=C(N1CC2=CC=CC=C2CC1)C3CCCO3,46.8,AM-II
O=C(NC1=CC(C(F)(F)F)=CC(N2C=C(C)N=C2)=C1)C3=CC(Cl)=NC(C)=C3,48.6,AM-II
O=C(NC1=CC(C(F)(F)F)=CC(N2C=C(C)N=C2)=C1)/C=C/C3=CC=CC=C3,51.0,AM-II
O=C(NCC1=CC=C(C=C1)F)C2=C(C=CC=C2C)C,58.2,AM-II
CN1C(CCNC(CC2=C3C=C(C=CC3=CC=C2)OC)=O)CCC1,42.0,AM-II
O=CN1CCN(C(C2=C(C3=CC=CC=C3O2)C)=O)CC1,45.6,AM-II
O=C(N(C)C(C=C1)=CC=C1OC)C2=NC(Cl)=CC(Cl)=C2,60.6,AM-II
FC1=CC(C(C(NC(C=C2C)=CC=C2OC)=O)C)=CC=C1C3=CC=CC=C3,69.0,AM-II
CC1N(C2=NC=CN=C2)CCOC1,51.0,AM-II
O=C(NC1CCOCC1)C2=CC=C3N=CC=NC3=C2,37.8,AM-II
COC1=CC=C(C=C1)N(C(C2=NC=CC3=C2C=CC=C3)=O)C,52.6999536,AM-II
C[C@H](C1=CC=CC=C1)NC(C2=NC=CC=N2)=O,42.6,AM-II
O=C(NC1CCN(CC2=CC=CC=C2)CC1)C3=CC(Br)=CS3,40.8,AM-II
C=CCN(C(C1=C(C2=CC=CC=C2O1)C)=O)C3=CC=CC=C3,65.4,AM-II
N#CC(C=C1)=CC=C1C(NC2CCCC2)=O,52.499952,AM-II
CC(C)CNC(C1=CC(C)=NC2=CC=CC=C12)=O,40.2,AM-II
O=C(N(CC1=CC=CC=C1)CC2=CC=CC=C2)C3=CC=C4N=CC=NC4=C3,58.2,AM-II
O=C(N[C@H](C)C1=CC=CC=C1)C2=C(C=CC=C2C)C,60.0,AM-II
CC1=CC=C(C=C1)C(NCC2=CC=C(C=C2)F)=O,54.6,AM-II
O=C(N1C(C=CC=C2)=C2CC1)C3=CSC=N3,53.099952,AM-II
CC1=CC(C(NC2CCN(CC3=CC=CC=C3)CC2)=O)=NO1,34.2,AM-II
O=C(NC1CCCC1)C2=CC=C(OC)C=C2OC,45.1499604,AM-II
O=C(NCC1=CC=C(C=C1)F)C2=C(C3=CC=CC=C3O2)C,60.6,AM-II
CC1=CN=C(N(CC)C2=CC=CC(C)=C2)N=C1,70.2,AM-II
O=C(N[C@H](C)C1=CC=CC=C1)C2=NC=CC=N2,47.4,AM-II
O=C(N(CCC1)CC1C)C(C2=CC=CC=C2)C3=CC=CC=C3,67.8,AM-II
O=C(N(C1=CC=CC=C1)CC)CC2=CC=C(C=C2)C,65.4,AM-II
O=C(N(CC1=CC=CC=C1)CC2=CC=CC=C2)CC3=CC=C4C(OCO4)=C3,61.8,AM-II
O=C(N(CC1)CCN1CCCC)C2=C(C3=CC=CC=C3O2)C,43.2,AM-II
C=CCN(C(C1=CC(OC)=C(C=C1Br)OC)=O)CC2=CC=CC=C2,58.8,AM-II
O=C(N1C(C=CC=C2)=C2CC1)C3=NC=C(C(F)(F)F)C=C3,63.300174,AM-II
O=C(N(C)OC)C1=C(C2=CC=CC=C2S1)C,59.4,AM-II
O=C(NC1CCN(CC2=CC=CC=C2)CC1)C3=C(C4=CC=CC=C4O3)C,45.0,AM-II
CN(C(C1=CC=C(C#N)C=C1)=O)C2=CC=C(C=C2)F,54.899952,AM-II
O=C(NCC1=CC2=C(OCO2)C=C1)C3CN(C3)C(OCC4=CC=CC=C4)=O,60.0,AM-II
O=C(N(CC)C1=CC=CC(C)=C1)C2=C(N=CC(Br)=C2)OC,66.6,AM-II
O=C(C1=CC=C(N(CCC2)CC2C)C=C1)CC#N,66.6,AM-II
C[C@H](C1=CC=CC=C1)NC(C2=CC=NC3=CC=CC=C23)=O,48.6,AM-II
O=C(N(CC1)CCN1C2CC2)C(C)=CC3=CC=CC=C3,40.8,AM-II
CC(C)CNC([C@@H](C)C1=CC2=CC=C(C=C2C=C1)OC)=O,57.6,AM-II
O=C(N(C)OC)C1=CC=C(C=C1)OC,46.8,AM-II
FC1=CC=C(CCNC(C2=CC3=C(C=CC=C3)S2)=O)C=C1,57.6,AM-II
O=C(NC(C=C1)=NC=C1[N+]([O-])=O)C2N(CCC2)C(OCC3=CC=CC=C3)=O,58.8,AM-II
O=C(NCCC1=CC=CC=C1)C2=C(C3=CC=CC=C3S2)C,59.4,AM-II
O=C(NC1CCOCC1)C2=CC=NC3=CC=CC=C23,34.8,AM-II
FC1=CC(C(C(NC2CCOCC2)=O)C)=CC=C1C3=CC=CC=C3,55.8,AM-II
O=C(NCC(C1=CC=CC=C1)C2=CC=CC=C2)C3=CC=C4N=CC=NC4=C3,58.8,AM-II
O=C(N(CCOC1)C1C)C2=C(C3=CC=CC=C3O2)C,56.4,AM-II
O=C(NC1=CC2=C(C=C1)OCO2)C3C4=C(C=CC=C4)OC5=C3C=CC=C5,62.4,AM-II
O=C(N(C1=CC=C(C=C1)F)C)C2CC3=C(C2)C=CC=C3,63.6,AM-II
CN(C(C1=CC=CC=C1OCC2=CC=CC=C2)=O)CC3=CC=C(C=C3)OC,64.8,AM-II
O=C(N(CC1)CCC1N2CCCCC2)C3=CC=C(C=C3)OC,37.2,AM-II
OC1=CC(C2=CC=NN2C3CCCCO3)=CN=C1,38.4,AM-II
O=C(NC1CCN(CC2=CC=CC=C2)CC1)C3CCC4=C(C=CC(F)=C4)O3,45.6,AM-II
CN(C(C1=CC=C(C=O)C=C1)=O)C2=CC=C(C=C2)F,53.399952,AM-II
