SMILES,UV_RT-s,Method
COC1=NC=CC=C1N(C2=CC=CC=C2)C3=CC=CC=C3,72.0,AM-V
CC(C1=CC(NC2=CC=C(SC)C=C2)=CC=C1)=O,66.0,AM-V
CC(NC1=CC(NC2=CC=C(SC)C=C2)=CC=C1)=O,62.4,AM-V
COC1=NC=CC=C1N2CCC(N3CCCCC3)CC2,43.8,AM-V
CN1C2=CC=CC=C2N=C1NC3=CC=C(C=O)S3,63.0,AM-V
CC(NC1=CC(NC2=CC(C(OCC)=O)=CC=C2)=CC=C1)=O,63.6,AM-V
CC(C)(OC(N1C=CC=C1NC2=CC(C(OCC)=O)=CC=C2)=O)C,67.8,AM-V
COC1=NC=C(C=C1)NC2=CC(OC)=CC=C2OC,63.6,AM-V
CC1=CC(NC2=CC(OC)=CC=C2OC)=CC=C1F,70.2,AM-V
CCOC1=CC=C(C=N1)NC2=CC(OC)=CC=C2OC,66.0,AM-V
COC1=CC=C(C(NC2=CC=C(N3C4=C(C5=C3C=CC=C5)C=CC=C4)C=C2)=C1)OC,81.0,AM-V
CC(COC1=CC(Br)=CC(NC2=CC(OC)=CC=C2OC)=C1)C,78.0,AM-V
COC1=CC=C(OC)C=C1NC2=CC=CC(OC(C)C)=C2,70.2,AM-V
COC1=NC=CC=C1NC2=CC=C(C(C)=C2)OC,68.4,AM-V
O=[N+]([O-])C1=CC(NC2=CC=C(C(C)=C2)OC)=CC=C1C,70.8,AM-V
ClC1=NC=C(C=N1)NC2=NC3=CC=CC=C3N2C,52.8,AM-V
COC1=CC=C(C(NC2=CC(C(F)(F)F)=CC(N3C=C(N=C3)C)=C2)=C1)OC,60.0,AM-V
FC(F)(C1=CC(N2C=C(N=C2)C)=CC(NC3=CC=C(N4C5=C(C6=C4C=CC=C6)C=CC=C5)C=C3)=C1)F,72.6,AM-V
O=[N+]([O-])C1=CC(NC2=CC=NC=C2)=CC=C1C,43.2,AM-V
CC(C)OC1=CC(NC2=CC=NC=C2)=CC=C1,50.4,AM-V
CC1=NC=CC=C1NC2=CC=C(N3C4=C(C5=C3C=CC=C5)C=CC=C4)C=C2,66.0,AM-V
ClC1=NC=C(N2C3=C(C=CC=C3)N=C2)C=N1,57.0,AM-V
