SMILES,UV_RT-s,Method
CC(NC1=CC(NC2=CC=C(OC)C(OC)=C2)=CC=C1)=O,57.0,AM-V
COC1=CC(NC2=CC=C(SC)C=C2)=CC=C1OC,66.0,AM-V
O=[N+]([O-])C1=CC(NC2=CC=C(OC)C(OC)=C2)=CC=C1C,66.0,AM-V
COC1=CC=C(C(NC2=CC([N+]([O-])=O)=CC=C2C)=C1)OC,68.4,AM-V
[O-][N+](C1=CC=C(C)C(NC(C=C2)=CC=C2N3C4=C(C=CC=C4)C5=C3C=CC=C5)=C1)=O,72.6,AM-V
[O-][N+](C1=CC=C(C(NC2=CC=CC(OC(C)C)=C2)=C1)C)=O,70.8,AM-V
[O-][N+](C1=CC=C(C(NC2=CC3=C(C=C2)OCO3)=C1)C)=O,67.2,AM-V
O=C(OC)C1=CC(F)=CC=C1NC(C=C2)=CC=C2N3C4=C(C=CC=C4)C5=C3C=CC=C5,78.6,AM-V
COC(C1=CC=C(C=C1)NC2=CC=C(N=C2)OC)=O,63.6,AM-V
COC1=CC=C(C(NC2=CC=C(N=C2)OC)=C1)OC,64.2,AM-V
COC1=CC=C(NC2=CC=CC(C)=C2C)C=N1,67.8,AM-V
COC1=NC=CC=C1NC2=CC=C(OC)C(OC)=C2,62.4,AM-V
COC1=NC=C(C=C1)NC2=CC(I)=CC=C2C,69.6,AM-V
CC(C1=CC(NC2=CC=C(C=C2)OC)=CC=C1)=O,63.6,AM-V
COC(C=C1)=CC=C1NC(C=C2)=CC=C2N3C4=C(C=CC=C4)C5=C3C=CC=C5,71.4,AM-V
CCOC1=CC=C(C=N1)NC2=CC=C3N=CC=NC3=C2,61.8,AM-V
CC(NC1=CC(NC2=CC=C3N=CC=NC3=C2)=CC=C1)=O,56.4,AM-V
CSC1=CC=C(C=C1)NC2=CC=C3N=CC=NC3=C2,64.8,AM-V
O=[N+]([O-])C1=CC(NC2=CC=C3N=CC=NC3=C2)=CC=C1C,64.8,AM-V
CC(C1=CC(NC2=CC=CC=C2C=O)=CC=C1)=O,63.6,AM-V
FC1=CC=C(NC2=CC=CC=C2C=O)C(F)=N1,58.2,AM-V
COC(C1=CC=C(C=C1)NC2=NC(C)=CC(C)=N2)=O,66.0,AM-V
CC1=CC(NC2=NC(C)=CC(C)=N2)=CC=C1F,67.2,AM-V
CC1=CC(C)=NC(NC2=CC=CC(NC(C)=O)=C2)=N1,56.4,AM-V
CC1=CC(C)=NC(NC(C=C2)=CC=C2N3C4=C(C=CC=C4)C5=C3C=CC=C5)=N1,70.8,AM-V
IC1=CC(NC2=CN=C(F)C=C2)=CC=C1C,69.6,AM-V
COC1=NC=C(C=C1)NC2=CC=C(C(I)=C2)C,71.4,AM-V
IC1=CC(NC2=CC=CC(C)=C2C)=CC=C1C,78.0,AM-V
IC1=CC(NC2=CC=CC(OC(C)C)=C2)=CC=C1C,76.2,AM-V
FC1=NC=C(C=C1)NC2=NC=C(C=C2)C,44.4,AM-V
COC(C1=CC=C(C=C1)NC2=NC=C(C=C2)C)=O,58.8,AM-V
CC(C=C1)=CN=C1NC2=CC=CC(C(C)=O)=C2,48.6,AM-V
CC(C)(OC(N1C=CC=C1NC2=NC=C(C=C2)C)=O)C,62.4,AM-V
O=[N+]([O-])C1=CC(NC2=NC=C(C=C2)C)=CC=C1C,60.6,AM-V
FC1=NC=C(C=C1)NC2=CC(C(OCC)=O)=CC=C2,64.2,AM-V
COC1=NC=CC=C1NC2=CC(C(OCC)=O)=CC=C2,66.6,AM-V
CCOC(C1=CC=CC(NC2=CC=C(SC)C=C2)=C1)=O,70.2,AM-V
COC(C1=CC=C(C=C1)NC2=CC=C(C(C)=C2)OC)=O,67.8,AM-V
CCOC1=CC=C(C=N1)NC2=CC=C(C(C)=C2)OC,66.6,AM-V
FC1=NC=C(C=C1)NC2=NC3=CC=CC=C3N2C,43.2,AM-V
CN1C2=CC=CC=C2N=C1NC3=CC4=C(C=C3)OCO4,51.0,AM-V
COC(C1=CC=C(C=C1)NC2=CC(C(OCC)=O)=CC=C2)=O,67.8,AM-V
CCOC1=NC=CC(NC2=CC=C(OCO3)C3=C2)=C1,48.6,AM-V
CC(C1=CC(NC2=CC(OCC)=NC=C2)=CC=C1)=O,46.8,AM-V
CC(C)OC1=CC(NC2=CC(OCC)=NC=C2)=CC=C1,54.0,AM-V
COC(C1=CC=C(C=C1)NC2=CC=CC(CC)=C2)=O,70.2,AM-V
CCC1=CC(NC2=CC=C(OCO3)C3=C2)=CC=C1,69.6,AM-V
CC(C1=CC(NC2=CC=CC(CC)=C2)=CC=C1)=O,68.4,AM-V
CC1=CC=C(C=C1)NC2=CC=C(C(OC)=O)C(F)=C2,68.4,AM-V
C1(N(C=N2)C3=C2C=CC=C3)=COC=C1,55.8,AM-V
CC1=CC(N(C=N2)C3=C2C=CC=C3)=CC=C1F,64.8,AM-V
FC1=NC(F)=CC=C1N(C=N2)C3=C2C=CC=C3,60.0,AM-V
FC1=CC(N2C(C=CC=C3)=C3N=C2)=CC=C1OC,61.8,AM-V
FC(F)(F)C1=CC(N2C=C(N=C2)C)=CC(NC3=CC=C(OCO4)C4=C3)=C1,60.0,AM-V
