SMILES,UV_RT-s,Method
ClC1=CC=C2C(C(C3=CC=CC=C3F)=C(CC(C)(CC4)C)C4=N2)=C1,113.4,AM-VI
ClC1=CC=C(N=C2C)C(C(C3=CC=CC=C3F)=C2C(C)=O)=C1,99.0,AM-VI
ClC1=CC=C2C(C(C3=CC=CC=C3F)=C(CC4=C5C=CC(C)=C4)C5=N2)=C1,121.2,AM-VI
ClC1=CC=C2C(C(C3=CC=CC=C3F)=C(C(OCC)=O)C(C(C)C)=N2)=C1,119.4,AM-VI
ClC1=CC=C2C(C(C3=CC=CC=C3F)=CC(C4=CC=CC(OC)=C4)=N2)=C1,119.4,AM-VI
BrC1=CC=C2C(C(C3=CC=CC=C3F)=C(C(CC(C)(C4)C)=O)C4=N2)=C1,108.0,AM-VI
BrC1=CC=C(N=C2C3=CC=CC=C3)C(C(C4=CC=CC=C4F)=C2C(C)=O)=C1,108.6,AM-VI
BrC1=CC=C(N=C2CC)C(C(C3=CC=CC=C3F)=C2C(CC)=O)=C1,111.6,AM-VI
BrC1=CC=C2C(C(C3=CC=CC=C3F)=C(CC(C)(CC4)C)C4=N2)=C1,115.2,AM-VI
BrC1=CC=C2C(C(C3=CC=CC=C3F)=C(CCC4)C4=N2)=C1,105.6,AM-VI
BrC1=CC=C(N=C2C)C(C(C3=CC=CC=C3F)=C2C(C)=O)=C1,100.2,AM-VI
BrC1=CC=C(N=C2CC3)C(C(C4=CC=CC=C4F)=C2CN3CC5=CC=CC=C5)=C1,82.2,AM-VI
BrC1=CC=C2C(C(C3=CC=CC=C3F)=CC(C4=CC=CC(OC)=C4)=N2)=C1,121.2,AM-VI
ClC1=CC=C2C(C(C3=CC=CC=C3Cl)=C(CCCC4)C4=N2)=C1,109.2,AM-VI
ClC1=CC=C2C(C(C3=CC=CC=C3Cl)=C(CSCC4)C4=N2)=C1,108.6,AM-VI
ClC1=CC=C2C(C(C3=CC=CC=C3Cl)=C(CC4=C5C=CC=C4)C5=N2)=C1,120.6,AM-VI
ClC1=CC=C(N=C2C3=CC=CC=C3)C(C(C4=CC=CC=C4Cl)=C2C(C)=O)=C1,110.4,AM-VI
ClC1=CC=C(N=C2CC)C(C(C3=CC=CC=C3Cl)=C2C(CC)=O)=C1,114.0,AM-VI
ClC1=CC=C2C(C(C3=CC=CC=C3Cl)=C(C(OCC)=O)C(C(C)C)=N2)=C1,123.0,AM-VI
