cluster,center_smile,center_index
0,CC1=C(C(C2=CC=CC=C2)=O)C(C3=CC=CC=C3)=NC4=CC(OC)=C(OC)C=C14,60
1,ClC1=CC=C(C2=NC3=CC=CC=C3C(C4=CC=CC=C4)=C2)C=C1,16
